236,1
236,1
236,1
236,1
236,1
236,1
236,1
236,1
236,1
359,21
236,1
236,1
236,1
236,1
236,1
236,1
236,1
235,7
235,33
269,10
440,0
246,2
209,6
246,2
246,3
235,7
235,33
269,10
240,11
228,12
228,5
445,3
365,14
372,5
219,15
219,47
204,1
219,9
219,7
219,13
219,10
219,6
219,78
219,89
219,7
204,2
219,15
219,47
219,9
219,7
219,13
219,10
219,6
219,78
204,1
219,89
209,5
209,5
209,5
209,5
209,6
209,6
209,6
209,6
234,11
234,1
209,5
209,5
209,6
209,9
209,6
209,9
219,203
219,11
219,126
219,186
228,5
255,5
236,1
224,1
269,5
461,3
380,14
235,7
235,33
269,10
269,5
219,15
231,15
216,1
231,47
231,9
231,7
231,10
231,6
352,3
352,3
352,2
231,11
236,1
224,1
236,1
235,7
235,33
269,10
269,5
235,7
235,33
269,10
269,5
235,7
235,33
269,10
269,5
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
349,11
350,1
209,130
349,5
380,4
380,18
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
236,1
359,21
224,1
345,21
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
236,1
359,21
224,1
345,21
457,2
440,0
236,1
359,14
224,1
345,14
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
236,1
359,12
224,1
345,12
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
219,15
236,1
224,1
236,1
220,6
220,5
235,7
235,33
269,10
269,5
235,7
235,33
269,10
269,5
235,7
235,33
269,10
269,5
219,15
236,1
224,1
236,1
523,2
523,2
523,2
523,2
523,3
523,4
523,6
523,1
523,0
523,28
523,9
523,0
523,39
523,2
523,7
523,12
523,8
523,0
523,7
523,3
523,0
523,35
523,2
523,0
523,28
523,0
523,40
523,0
523,19
523,0
523,2
523,0
281,11
281,3
395,3
395,13
220,6
226,68
226,6
276,2
226,18
226,7
226,38
220,5
220,6
226,68
226,6
276,2
226,18
226,7
226,17
226,7
276,2
226,68
226,6
276,2
226,18
226,7
226,17
380,5
380,19
235,7
235,33
269,10
269,5
235,7
235,33
269,10
269,5
352,3
352,2
352,3
352,3
352,2
352,3
236,3
352,3
352,2
352,3
352,2
236,3
352,3
352,2
417,30
417,59
417,12
417,56
395,3
395,13
219,15
236,1
224,1
236,1
417,30
417,59
417,38
417,163
223,122
223,0
223,2
223,1
223,122
223,0
223,2
223,1
223,122
223,0
223,2
223,1
223,1
223,2
223,1
223,2
223,1
223,2
235,7
235,33
